2020-06-24 11:50:06,841 p=1217 u=admin n=ansible | PLAY [harden server] ********************************************************************************************************************
2020-06-24 11:50:59,427 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:50:59,466 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check if postfix package is installed] ***********************************************************************
2020-06-24 11:51:00,063 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:00,137 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:00,243 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:00,320 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:00,327 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:00,707 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:00,777 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:00,802 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:00,846 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for xinetd service] ************************************************************************************
2020-06-24 11:51:01,397 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:01,488 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:01,654 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:01,677 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:01,691 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:02,054 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:02,061 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:02,295 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:02,342 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for ntpd service] **************************************************************************************
2020-06-24 11:51:03,001 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:03,055 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:03,152 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:03,168 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:03,277 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:03,646 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:03,705 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:03,734 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:03,776 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for chronyd service] ***********************************************************************************
2020-06-24 11:51:04,300 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:04,406 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:04,550 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:04,603 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:04,610 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:05,053 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:05,087 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:05,191 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:05,231 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for avahi-daemon service] ******************************************************************************
2020-06-24 11:51:05,822 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:05,969 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:06,086 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:06,088 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:06,116 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:06,560 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:06,610 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:06,752 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:06,789 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for cups service] **************************************************************************************
2020-06-24 11:51:07,320 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:07,446 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:07,584 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:07,600 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:07,611 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:07,966 p=1217 u=admin n=ansible | ok: [giavesmtfs001]
2020-06-24 11:51:08,026 p=1217 u=admin n=ansible | ok: [giavesmtfs003]
2020-06-24 11:51:08,107 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
2020-06-24 11:51:08,150 p=1217 u=admin n=ansible | TASK [RHEL7-CIS : PRELIM | Check for dhcpd service] *************************************************************************************
2020-06-24 11:51:08,731 p=1217 u=admin n=ansible | ok: [gibvrssppq001]
2020-06-24 11:51:08,793 p=1217 u=admin n=ansible | ok: [GIAVRSSPPQ001]
2020-06-24 11:51:08,852 p=1217 u=admin n=ansible | ok: [GIAVRSSPRE002]
2020-06-24 11:51:08,895 p=1217 u=admin n=ansible | ok: [giavrsmtas001]
2020-06-24 11:51:08,948 p=1217 u=admin n=ansible | ok: [giavrsspre003]
2020-06-24 11:51:09,346 p=1217 u=admin n=ansible | ok: [giavrsmtfs001]
